employee_id,date_id,attrition_probability,risk_band,main_risk_driver,recommended_action,model_version
1779,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1780,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1782,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1783,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1784,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1786,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1787,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1789,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1790,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1792,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1794,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1797,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1798,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1799,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1800,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1801,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1802,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1803,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1804,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1805,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1807,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1809,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1812,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1813,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1814,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1815,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1816,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1818,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1821,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1822,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1823,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1824,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1826,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1827,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1829,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1830,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1833,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1834,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1835,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1836,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1837,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1839,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1842,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1844,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1845,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1847,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1849,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1850,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1852,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1853,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1854,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1856,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1857,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1858,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1859,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1860,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1862,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1863,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1864,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1865,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1866,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1867,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1868,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1869,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1870,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1871,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1873,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1875,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1876,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1878,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1880,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1881,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1882,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1883,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1885,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1886,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1888,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1890,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1892,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1893,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1898,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1900,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1903,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1905,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1907,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1908,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1909,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1911,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1912,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1915,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1916,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1918,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1922,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1924,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1927,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1928,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1929,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1931,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1932,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1933,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1934,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1935,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1936,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1937,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1938,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1939,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1940,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1941,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1943,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1944,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1945,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1947,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1948,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1949,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1950,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1951,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1952,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1954,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1955,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1956,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1960,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1961,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1962,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1965,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1966,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1967,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1968,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1969,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1970,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1971,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1972,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1973,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1974,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1975,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1976,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1979,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1980,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1981,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1982,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1985,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1986,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1987,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1989,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1992,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1993,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1994,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1995,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1996,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1997,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1998,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1999,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2000,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2003,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2007,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2008,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2009,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2010,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2012,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2013,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2014,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2015,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2016,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
2017,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2018,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
2019,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2020,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2021,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2022,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2023,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2024,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
2025,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2026,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2027,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2031,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2032,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2034,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2035,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2036,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2037,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2038,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2040,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2041,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2044,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2045,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2046,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2048,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2049,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2051,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2052,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2053,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2054,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2055,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2056,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
2057,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2060,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2061,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2062,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2064,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2065,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
2068,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
